ID	Value
HAD292	There\EX is\VBZ adverse\JJ effect\NN on\IN the\DT fertility\NN of\IN the\DT soil\NN due\JJ to\TO inappropriate\JJ and\CC unbalanced\JJ use\NN of\IN chemical\NN fertilizers\NNS .\.
HAD293	The\DT chemical\NN fertilizers\NNS are\VBP being\VBG used\VBN in\IN an\DT unbalanced\JJ way\NN so\RB much\RB so\IN that\IN the\DT harmful\JJ effects\NNS are\VBP clearly\RB visible\JJ now\RB .\.
HAD294	The\DT proportion\NN of\IN nitrogen\NN ,\, phosphorous\NN and\CC potash\NN in\IN the\DT last\JJ year\NN had\VBD been\VBN of\IN the\DT ratio\NN 9:3:1\CD which\WDT is\VBZ excessively\RB unbalanced\JJ .\.
HAD295	The\DT decreasing\VBG soil\NN fertility\NN has\VBZ become\VBN a\DT subject\NN of\IN concern\NN in\IN our\PRP$ country\NN .\.
HAD296	The\DT faulty\JJ irrigation\NN system\NN is\VBZ directly\RB or\CC indirectly\RB responsible\JJ for\IN this\DT .\.
HAD297	Consequently\RB there\EX is\VBZ increase\NN in\IN the\DT production\NN cost\NN of\IN farming\NN and\CC also\RB an\DT adverse\JJ effect\NN on\IN the\DT fertility\NN of\IN the\DT soil\NN .\.
HAD298	The\DT portion\NN of\IN the\DT farm\NN where\WRB the\DT irrigated\JJ water\NN remains\VBZ for\IN a\DT long\JJ time\NN ,\, the\DT physical\JJ condition\NN of\IN that\DT portion\NN becomes\VBZ bad\JJ .\.
HAD299	Irrigation\NN with\IN the\DT hard\JJ and\CC saline\JJ water\NN leaves\VBZ an\DT adverse\JJ effect\NN on\IN the\DT physical\JJ ,\, chemical\JJ and\CC organic\JJ quality\NN of\IN the\DT soil\NN .\.
HAD300	There\EX is\VBZ loss\NN of\IN sprouting\VBG in\IN the\DT seeds\NNS because\IN of\IN prolonged\JJ irrigation\NN with\IN saline\JJ water\NN .\.
HAD301	The\DT plants\NNS are\VBP not\RB so\RB long\JJ in\IN the\DT initial\JJ stage\NN and\CC they\PRP remain\VBP small\JJ .\.
HAD302	Therefore\RB inferior\JJ quality\NN of\IN water\NN is\VBZ harmful\JJ for\IN the\DT soil\NN fertility\NN .\.
HAD303	There\EX is\VBZ perpetual\JJ decrease\NN in\IN the\DT livestock\NN in\IN the\DT farming\VBG today\NN .\.
HAD304	In\IN the\DT beginning\NN the\DT farming\NN depended\VBD on\IN bullocks\NNS .\.
HAD305	Because\IN of\IN the\DT mechanization\NN of\IN farming\NN ,\, not\RB a\DT single\JJ pair\NN of\IN bullocks\NNS in\IN the\DT entire\JJ village\NN can\MD be\VB seen\VBN .\.
HAD306	The\DT small\JJ dams\NNS are\VBP no\RB more\RBR safe\JJ for\IN tractor\NN and\CC heavy\JJ machines\NNS because\IN of\IN which\WDT a\DT large\JJ part\NN of\IN rainy\JJ water\NN gets\VBZ wasted\VBN by\IN being\VBG washed\VBN away\RB .\.
HAD307	A\DT large\JJ part\NN of\IN the\DT nutrients\NNS given\VBN to\TO the\DT crops\NNS also\RB get\VB washed\VBN away\RB along\IN with\IN rainy\JJ water\NN .\.
HAD308	The\DT fury\NN of\IN increasing\VBG weeds\NNS in\IN the\DT farmland\NN is\VBZ a\DT big\JJ problem\NN which\WDT automatically\RB gives\VBZ rise\NN to\TO different\JJ problems\NNS .\.
HAD309	These\DT weeds\NNS exploits\VBZ the\DT water\NN and\CC nutrients\NNS given\VBN to\TO the\DT crops\NNS because\IN of\IN which\WDT there\EX is\VBZ loss\NN in\IN the\DT quality\NN ,\, produce\NN and\CC fertility\NN of\IN soil\NN .\.
HAD310	Thus\RB the\DT farmer\NN is\VBZ not\RB able\JJ to\TO get\VB the\DT required\JJ profit\NN of\IN his\PRP$ crop\NN .\.
HAD311	Finally\RB there\EX is\VBZ loss\NN in\IN the\DT fertility\NN of\IN the\DT farmland\NN .\.
HAD312	The\DT top\JJ layer\NN of\IN soil\NN is\VBZ very\RB significant\JJ natural\JJ source\NN .\.
HAD313	The\DT plants\NNS are\VBP helped\VBN while\IN their\PRP$ growth\NN at\IN this\DT layer\NN .\.
HAD314	The\DT uncontrolled\JJ water\NN in\IN rainy\NN season\NN is\VBZ making\VBG lakhs\NNS of\IN hectares\NNS of\IN farmland\NN a\DT barren\JJ land\NN by\IN washing\VBG it\PRP .\.
HAD315	Thus\RB at\IN one\CD place\NN there\EX is\VBZ depreciation\NN in\IN the\DT fertility\NN of\IN the\DT land\NN and\CC at\IN other\JJ place\NN the\DT irrigation\NN water\NN ,\, an\DT important\JJ component\NN of\IN crop\NN production\NN ,\, gets\VBZ wasted\VBN by\IN being\VBG washed\VBN away\RB .\.
HAD316	Such\JJ a\DT disdain\NN of\IN fertile\JJ agricultural\JJ land\NN for\IN a\DT agricultural\JJ country\NN is\VBZ inappropriate\JJ .\.
HAD317	It\PRP is\VBZ seen\VBN that\IN the\DT educated\VBN people\NNS do\VBP not\RB take\VB interest\NN in\IN farming\VBG ,\, they\PRP are\VBP escaping\VBG from\IN the\DT villages\NNS .\.
HAD318	If\IN we\PRP want\VBP to\TO save\VB farming\NN and\CC deal\NN with\IN food\NN security\NN along\IN with\IN increasing\VBG production\NN then\RB it\PRP is\VBZ necessary\JJ to\TO drive\VB a\DT campaign\NN to\TO add\VB educated\VBN people\NNS into\IN farming\VBG .\.
HAD319	For\IN this\DT the\DT farmers\NNS taking\VBG debts\NNS should\MD be\VB trained\VBN with\IN the\DT use\NN of\IN debts\NNS .\.
HAD320	They\PRP should\MD be\VB acquainted\VBN with\IN the\DT innovative\JJ techniques\NNS of\IN farming\VBG while\IN training\NN so\IN that\IN they\PRP should\MD not\RB be\VB in\IN loss\NN during\IN the\DT extreme\JJ conditions\NNS of\IN the\DT season\NN .\.
HAD321	Through\IN soil\NN testing\NN the\DT farmers\NNS should\MD do\VB such\PDT a\DT farming\NN in\IN which\WDT they\PRP do\VBP not\RB have\VB to\TO suffer\VB a\DT loss\NN .\.
HAD322	There\EX is\VBZ a\DT need\NN to\TO encourage\VB the\DT farmers\NNS in\IN this\DT regard\NN .\.
HAD323	For\IN this\DT operating\VBG the\DT activities\NNS of\IN horticulture\NN by\IN cluster\NN planning\NN could\MD be\VB a\DT good\JJ option\NN so\IN that\IN the\DT availability\NN of\IN market\NN becomes\VBZ easy\JJ .\.
HAD324	To\TO increase\VB fish\NN production\NN ,\, pisciculture\NN should\MD be\VB done\VBN and\CC more\JJR and\CC more\JJR fishing\NN credit\NN cards\NNS should\MD be\VB provided\VBN to\TO the\DT farmers\NNS .\.
HAD325	Along\IN with\IN increase\NN in\IN neat\JJ cattle\NNS ,\, intensive\JJ breed\NN reform\NN program\NN and\CC milk\NN inducing\VBG cattle\NNS program\NN should\MD be\VB carried\VBN .\.
HAD326	If\IN we\PRP wish\VBP to\TO increase\VB the\DT production\NN of\IN major\JJ crops\NNS in\IN each\DT village\NN a\DT micro\JJ plan\NN should\MD be\VB made\VBN and\CC the\DT use\NN of\IN certified\JJ seeds\NNS to\TO produce\VB crops\NNS should\MD be\VB promoted\VBN .\.
HAD327	The\DT production\NN of\IN crops\NNS can\MD be\VB increased\VBN by\IN using\VBG social\JJ engineering\NN .\.
HAD328	To\TO increase\VB the\DT overall\JJ production\NN the\DT farming\VBG staff\NN should\MD be\VB sent\VBN for\IN a\DT production\NN visit\NN in\IN selected\JJ villages\NNS .\.
HAD329	Not\RB only\RB this\DT by\IN organizing\VBG seeds\NNS and\CC dairy\NN committees\NNS the\DT farmers\NNS should\MD be\VB associated\VBN and\CC encouraged\VBN to\TO operate\VB a\DT single\JJ activity\NN .\.
HAD330	There\EX are\VBP no\DT lack\NN of\IN resources\NNS to\TO increase\VB crop\NN production\NN in\IN the\DT country\NN .\.
HAD331	The\DT crop\NN produce\NN and\CC production\NN can\MD be\VB increased\VBN with\IN technical\JJ and\CC combined\JJ efforts\NNS .\.
HAD332	Sowing\NN crops\NNS after\IN improving\VBG fallow\JJ land\NN may\MD also\RB be\VB beneficial\JJ .\.
HAD333	But\CC it\PRP is\VBZ important\JJ to\TO select\VB the\DT advanced\JJ agricultural\JJ technology\NN and\CC rural\JJ areas\NNS in\IN fixed\JJ time\NN .\.
HAD334	Our\PRP$ Country\NN is\VBZ agriculture\NN dominant\JJ .\.
HAD335	The\DT progress\NN of\IN the\DT country\NN is\VBZ related\VBN to\TO the\DT progress\NN of\IN agriculture\NN .\.
HAD336	Advanced\NNP farming\VBG techniques\NNS can\MD only\RB lead\VB to\TO the\DT peak\NN of\IN advancement\NN .\.
HAD337	The\DT agriculture\NN officers\NNS should\MD work\VB with\IN hard\JJ work\NN and\CC strong\JJ determination\NN in\IN order\NN to\TO make\VB farming\VBG a\DT profitable\JJ business\NN .\.
HAD338	Farm\NN pond\NN planning\NN is\VBZ quite\RB helpful\JJ to\TO get\VB riddance\NN from\IN the\DT problem\NN of\IN irrigation\NN ,\, the\DT farmers\NNS should\MD get\VB its\PRP$ appropriate\JJ benefits\NNS .\.
HAD339	The\DT attraction\NN towards\IN organic\JJ farming\NN should\MD be\VB increased\VBN all\PDT the\DT more\JJR .\.
HAD340	Not\RB only\RB this\DT ,\, driving\VBG awareness\NN campaign\NN towards\IN processing\NN ,\, storage\NN and\CC post\NN harvesting\NN management\NN shall\MD also\RB be\VB beneficial\JJ for\IN the\DT farmers\NNS .\.
HAD341	Making\VBG farming\VBG profitable\JJ is\VBZ not\RB only\RB the\DT objective\NN of\IN agriculture\NN department\NN ,\, it\PRP should\MD be\VB connected\VBN with\IN the\DT representatives\NNS .\.
HAD342	In\IN order\NN to\TO bring\VB quality\NN reform\NN in\IN the\DT production\NN of\IN traditional\JJ crops\NNS it\PRP is\VBZ needed\VBN to\TO work\VB in\IN a\DT comprehensive\JJ way\NN .\.
HAD343	There\EX should\MD be\VB increase\NN in\IN production\NN by\IN using\VBG high\JJ quality\NN techniques\NNS and\CC increased\VBN plantations\NNS .\.
HAD344	The\DT work\NN plan\NN for\IN horticulture\NN should\MD be\VB made\VBN according\VBG to\TO the\DT district\NN `s\POS climate\NN and\CC local\JJ resources\NNS .\.
HAD345	The\DT concerned\JJ departments\NNS shall\MD execute\VB mutually\RB by\IN making\VBG joint\JJ plans\NNS for\IN horticulture\NN action\NN plan\NN .\.
HAD346	Burning\NN the\DT remaining\VBG crop\NN after\IN harvesting\VBG might\MD be\VB a\DT dangerous\JJ step\NN for\IN farming\VBG .\.
HAD347	With\IN this\DT there\EX is\VBZ possibility\NN of\IN fire\NN accident\NN in\IN farms\NNS and\CC there\EX is\VBZ also\RB a\DT adverse\JJ effect\NN on\IN the\DT fertility\NN of\IN the\DT soil\NN .\.
HAD348	In\IN this\DT regard\NN the\DT farmers\NNS should\MD understand\VB that\IN at\IN any\DT cost\NN they\PRP will\MD not\RB burn\VB the\DT hay\NN .\.
HAD349	The\DT farmers\NNS should\MD be\VB informed\VBN that\IN the\DT fertile\JJ layer\NN of\IN the\DT farm\NN is\VBZ 6\CD inches\NNS above\IN the\DT top\JJ layer\NN .\.
HAD350	There\EX are\VBP different\JJ kinds\NNS of\IN bacteria\NNS present\JJ in\IN this\DT .\.
HAD351	Flat\NN act\NN should\MD be\VB framed\VBN for\IN the\DT proper\JJ supervision\NN and\CC correct\JJ maintenance\NN of\IN the\DT flats\NNS .\.
HAD352	Also\RB the\DT farmland\NN could\MD be\VB saved\VBN from\IN being\VBG barren\JJ .\.
HAD353	There\EX should\MD also\RB be\VB a\DT provision\NN in\IN the\DT act\NN that\IN only\JJ farming\NN is\VBZ to\TO be\VB done\VBN at\IN the\DT farmland\NN .\.
HAD354	Other\JJ activities\NNS harming\VBG agriculture\NN shall\MD be\VB restrained\VBN .\.
HAD355	Implementing\VBG flat\NN act\NN where\WRB there\EX is\VBZ no\DT flat\NN act\NN could\MD play\VB an\DT effective\JJ role\NN .\.
HAD356	For\IN this\DT we\PRP have\VBP to\TO step\VB forward\RB with\IN participation\NN .\.
HAD357	Mahatma\NNP Gandhi\NNP guaranteed\JJ employment\NN planing\NN can\MD play\VB a\DT significant\JJ role\NN in\IN this\DT .\.
HAD358	A\DT survey\NN team\NN should\MD be\VB made\VBN to\TO study\VB the\DT villages\NNS with\IN this\DT all\PDT the\DT villages\NNS shall\MD be\VB fully\RB benefited\VBN .\.
HAD359	The\DT survey\NN team\NN shall\MD inquire\VB about\IN the\DT major\NN produces\NNS and\CC the\DT possible\JJ industries\NNS of\IN the\DT villages\NNS .\.
HAD360	After\IN this\DT the\DT major\JJ produce\NN of\IN that\DT village\NN shall\MD be\VB fixed\VBN .\.
HAD361	Here\RB the\DT whole\JJ village\NN can\MD work\VB as\IN a\DT single\JJ unit\NN .\.
HAD362	The\DT villagers\NNS will\MD themselves\PRP prepare\VB the\DT produce\NN together\RB and\CC the\DT share\NN of\IN the\DT profit\NN will\MD be\VB equally\RB distributed\VBN among\IN everyone\NN .\.
HAD363	For\IN this\DT the\DT villagers\NNS shall\MD be\VB trained\VBN properly\RB .\.
HAD364	The\DT rare\JJ species\NNS of\IN animals\NNS and\CC birds\NNS shall\MD be\VB saved\VBN .\.
HAD365	There\EX shall\MD also\RB be\VB increase\NN in\IN their\PRP$ conservation\NN and\CC enhancement\NN .\.
HAD366	Fruits-flowers\NNS and\CC historical\JJ heritage\NN shall\MD be\VB evolved\VBN globally\RB .\.
HAD367	The\DT villagers\NNS shall\MD also\RB be\VB able\JJ to\TO work\VB for\IN a\DT good\JJ image\NN of\IN their\PRP$ produce\NN .\.
HAD368	This\DT will\MD put\VB an\DT end\NN to\TO the\DT emigration\NN from\IN the\DT villages\NNS ,\, the\DT villages\NNS shall\MD be\VB independent\JJ ,\, it\PRP shall\MD bring\VB prosperity\NN to\TO the\DT villages\NNS and\CC the\DT spread\NN evils\NNS shall\MD be\VB mitigated\VBN .\.
HAD369	Revolutionary\JJ changes\NNS in\IN agriculture\NN field\NN can\MD only\RB be\VB brought\VBN through\IN ambitious\JJ goals\NNS .\.
HAD370	Whatever\WDT plans\NNS are\VBP made\VBN for\IN the\DT agriculture\NN and\CC farmers\NNS shall\MD be\VB based\VBN on\IN the\DT ground\NN reality\NN .\.
HAD371	The\DT agriculture\NN department\NN has\VBZ a\DT significant\JJ role\NN in\IN changing\VBG the\DT developmental\JJ fate\NN of\IN the\DT state\NN .\.
HAD372	For\IN this\DT it\PRP is\VBZ needed\VBN to\TO strengthen\VB result\NN oriented\JJ work\NN plan\NN .\.
HAD373	The\DT farmers\NNS should\MD be\VB provided\VBN with\IN right\JJ kind\NN of\IN manure\NN ,\, seeds\NNS ,\, medicines\NNS and\CC equipment\NN ,\, finally\RB for\IN this\DT proper\JJ arrangements\NNS shall\MD be\VB made\VBN .\.
HAD374	Even\RB in\IN low\JJ rainfall\NN ,\, less\RBR fertile\JJ ,\, acidic\JJ ,\, saline\JJ and\CC alkaline\JJ soil\NN barley\NN crop\NN gives\VBZ better\JJR yield\NN as\IN compared\VBN to\TO wheat\NN .\.
HAD375	Barley\NN crop\NN gives\VBZ good\JJ yield\NN even\RB in\IN the\DT availability\NN of\IN limited\JJ resources\NNS .\.
HAD376	Uttar\NNP Pradesh\NNP ,\, Rajasthan\NNP ,\, Punjab\NNP ,\, Haryana\NNP ,\, Madhya\NNP Pradesh\NNP ,\, Himachal\NNP Pradesh\NNP ,\, Uttarakhand\NNP and\CC Gujrat\NNP are\VBP the\DT chief\JJ barley\NN growing\VBG states\NNS .\.
HAD377	Barley\NN crop\NN is\VBZ grown\VBN in\IN 8.47\CD lakh\JJ hectares\NNS in\IN our\PRP$ country\NN ,\, while\IN the\DT total\JJ barley\NN production\NN is\VBZ 16.7\CD lakh\JJ tonnes\NNS .\.
HAD378	The\DT average\JJ barley\NN production\NN is\VBZ 19.6\CD quintal\NN per\IN hectare\NN .\.
HAD379	Barley\NN is\VBZ also\RB a\DT commercial\JJ and\CC industrial\JJ crop\NN .\.
HAD380	Barley\NN is\VBZ also\RB used\VBN to\TO make\VB different\JJ kinds\NNS of\IN medicines\NNS .\.
HAD381	It\PRP is\VBZ also\RB used\VBN to\TO make\VB malts\NNS ,\, beer\NN ,\, brandy\NN ,\, whisky\JJ and\CC other\JJ different\JJ kinds\NNS of\IN drinks\NNS .\.
HAD382	Barley\NN is\VBZ a\DT nutritious\JJ ,\, healthy\JJ and\CC digestive\JJ food\NN .\.
HAD383	The\DT hay\NN obtained\VBD from\IN barley\NN crop\NN is\VBZ the\DT favorite\JJ and\CC tasty\JJ food\NN of\IN the\DT animals\NNS .\.
HAD384	Barley\NN is\VBZ also\RB used\VBN as\IN green\JJ fodder\NN .\.
HAD385	Its\PRP$ grains\NNS are\VBP also\RB used\VBN to\TO feed\VB hens\NNS and\CC animals\NNS .\.
HAD386	Barley\NN is\VBZ grown\VBN as\IN Rabi\NNP crop\NN in\IN our\PRP$ country\NN .\.
HAD387	Cold\NNP and\CC humid\JJ climate\NN is\VBZ best\JJS for\IN growing\VBG barley\NN .\.
HAD388	Barley\NN is\VBZ a\DT temperate\JJ crop\NN but\CC it\PRP can\MD also\RB be\VB easily\RB grown\VBN in\IN subtropical\JJ climate\NN .\.
HAD389	Its\PRP$ farming\NN is\VBZ done\VBN easily\RB in\IN an\DT area\NN of\IN 60-100\CD cm\JJ annual\JJ rainfall\NN .\.
HAD390	It\PRP can\MD easily\RB be\VB grown\VBN 4000\CD m\NN above\IN sea\NN level\NN .\.
HAD391	It\PRP needs\VBZ 250-300\CD C\NN temperature\NN for\IN sprouting\VBG .\.
HAD392	The\DT yellowing\NN of\IN barley\NN at\IN the\DT time\NN of\IN flowering\NN could\MD be\VB dangerous\JJ .\.
HAD393	The\DT barley\NN plants\NNS have\VBP sufficient\JJ capacity\NN to\TO resist\VB dryness\NN .\.
HAD394	Excess\JJ humidity\NN at\IN the\DT time\NN of\IN harvesting\NN puts\VBZ adverse\JJ effect\NN on\IN the\DT produce\NN .\.
HAD395	The\DT soil\NN should\MD have\VB sufficient\JJ humidity\NN at\IN the\DT time\NN of\IN sowing\NN .\.
HAD396	Due\JJ to\TO lack\NN of\IN humidity\NN the\DT seeds\NNS can\MD not\RB sprout\VB properly\RB .\.
HAD397	Sowing\NN should\MD be\VB done\VBN in\IN north-western\JJ direction\NN so\IN that\IN all\PDT the\DT plants\NNS get\VBP sufficient\JJ sun\NN rays\NNS and\CC for\IN a\DT longer\JJR duration\NN .\.
HAD398	The\DT dwarf\NN and\CC partially\RB dwarf\VB varieties\NNS of\IN barley\NN need\VBP more\JJR of\IN manures\NNS and\CC fertilizers\NNS .\.
HAD399	The\DT manures\NNS and\CC fertilizers\NNS have\VBP special\JJ contribution\NN in\IN ample\JJ and\CC quality\JJ production\NN .\.
HAD400	In\IN major\JJ parts\NNS of\IN the\DT country\NN barley\NN crop\NN is\VBZ grown\VBN in\IN rainy\NN season\NN .\.
HAD401	Also\RB barley\NN has\VBZ more\JJR capacity\NN of\IN bearing\NN dryness\NN as\IN compared\VBN to\TO other\JJ cereal\NN crops\NNS .\.
HAD402	There\EX has\VBZ always\RB been\VBN different\JJ kinds\NNS of\IN experiments\NNS in\IN India\NNP .\.
HAD403	Indian\JJ farmers\NNS through\IN their\PRP$ experiments\NNS are\VBP being\VBG popular\JJ in\IN world\NN today\RB .\.
HAD404	Some\DT farmers\NNS believe\VBP in\IN doing\VBG something\NN new\JJ and\CC different\JJ other\JJ than\IN the\DT norm\NN .\.
HAD405	Such\JJ farmers\NNS set\VBD examples\NNS for\IN the\DT people\NNS of\IN their\PRP$ region\NN .\.
HAD406	To\TO say\VB ,\, Farrukhabad\NNP district\NN of\IN Uttar\NNP Pradesh\NNP is\VBZ known\VBN for\IN its\PRP$ potato\NN production\NN ,\, but\CC now\RB the\DT farmers\NNS here\RB are\VBP also\RB getting\VBG attracted\VBN towards\IN the\DT farming\NN of\IN other\JJ crops\NNS other\JJ than\IN potatoes\NNS .\.
HAD407	These\DT farmers\NNS have\VBP left\VBN traditional\JJ farming\NN of\IN potatoes\NNS and\CC taken\VBN up\RP the\DT farming\NN of\IN Mentha\NNP .\.
HAD408	After\IN getting\VBG more\JJR profit\NN at\IN low\JJ cost\NN ,\, all\PDT the\DT farmers\NNS of\IN the\DT village\NN have\VBP taken\VBN up\RP the\DT farming\NN of\IN Mentha\NNP .\.
HAD409	The\DT farmers\NNS believe\VBP that\IN whatever\WDT farming\NN is\VBZ done\VBN ,\, that\WDT should\MD be\VB beneficial\JJ .\.
HAD410	Om\NNP Prakash\NNP from\IN Valipur\NNP of\IN Farrukhabad\NNP initiated\VBD the\DT farming\NN of\IN Mentha\NNP .\.
HAD411	After\IN this\DT the\DT entire\JJ village\NN is\VBZ engaged\VBN in\IN its\PRP$ farming\NN .\.
HAD412	Om\NNP Prakash\NNP said\VBD that\IN he\PRP has\VBZ been\VBN doing\VBG potato\NN farming\VBG for\IN so\RB many\JJ years\NNS .\.
HAD413	His\PRP$ family\NN members\NNS were\VBD also\RB dependent\JJ on\IN potatoes\NNS ,\, but\CC since\IN the\DT past\JJ 3-4\CD years\NNS the\DT expenditure\NN on\IN potatoes\NNS had\VBD been\VBN increasing\VBG .\.
HAD414	The\DT way\NN there\EX is\VBZ increase\NN in\IN the\DT expenditure\NN of\IN potatoes\NNS ,\, that\IN ways\NNS there\EX is\VBZ n`t\RB any\DT profit\NN .\.
HAD415	We\PRP began\VBD the\DT arrangements\NNS of\IN new\JJ farming\NN with\IN the\DT same\JJ thought\NN .\.
HAD416	Om\NNP Prakash\NNP says\VBZ that\IN he\PRP was\VBD an\DT ordinary\JJ farmer\NN but\CC when\WRB he\PRP started\VBD the\DT farming\NN of\IN Mentha\NNP ,\, he\PRP became\VBD a\DT special\JJ one\CD .\.
HAD417	He\PRP was\VBD identified\VBN as\IN a\DT medicinal\JJ farmer\NN among\IN all\PDT the\DT villages\NNS of\IN the\DT area\NN .\.
HAD418	During\IN the\DT same\JJ time\NN Panchayat\NNP elections\NNS were\VBD held\VBN .\.
HAD419	The\DT villagers\NNS looking\VBG at\IN his\PRP$ sincerity\NN made\VBD him\PRP the\DT chief\JJ candidate\NN .\.
HAD420	Om\NNP Prakash\NNP says\VBZ that\IN he\PRP got\VBD full\JJ support\NN during\IN the\DT head\NN `s\POS election\NN .\.
HAD421	The\DT farmers\NNS promoted\VBD him\PRP with\IN an\DT open\JJ heart\NN and\CC he\PRP was\VBD assigned\VBN the\DT responsibility\NN of\IN village\NN head\NN .\.
HAD422	Now\RB after\IN being\VBG the\DT village\NN head\NN he\PRP is\VBZ expressively\RB performing\VBG his\PRP$ responsibilities\NNS .\.
HAD423	Om\NNP Prakash\NNP says\VBZ after\IN being\VBG elected\VBN as\IN the\DT village\NN head\NN he\PRP thought\VBD that\IN apart\RB from\IN himself\PRP he\PRP should\MD also\RB think\VB about\IN other\JJ farmers\NNS .\.
HAD424	That\DT is\VBZ why\WRB he\PRP also\RB gave\VBD the\DT training\NN of\IN Mentha\NNP to\TO the\DT other\JJ farmers\NNS .\.
HAD425	He\PRP told\VBD the\DT people\NNS about\IN the\DT benefits\NNS of\IN Mentha\NNP farming\NN .\.
HAD426	There\EX after\IN all\PDT the\DT people\NNS of\IN the\DT village\NN got\VBD engaged\VBN in\IN the\DT farming\NN of\IN Mentha\NNP .\.
HAD427	The\DT Mentha\NNP plant\NN is\VBZ used\VBN in\IN Ayurvedic\JJ medicines\NNS .\.
HAD428	The\DT extracted\VBN oil\NN is\VBZ used\VBN in\IN large\JJ amounts\NNS in\IN vicks\NNS ,\, toothpaste\NN ,\, cold\JJ oil\NN etc\FW .\.
HAD429	That\DT is\VBZ why\WRB Mentha\NNP buyers\NNS are\VBP easily\RB available\JJ at\IN the\DT farm\NN right\RB after\IN its\PRP$ harvesting\NN .\.
HAD430	The\DT entire\JJ Ayurvedic\JJ companies\NNS buy\VBP Mentha\NNP crops\NNS .\.
HAD431	They\PRP also\RB make\VBP all\DT kinds\NNS of\IN medicines\NNS with\IN this\DT .\.
HAD432	Om\NNP Prakash\NNP says\VBZ that\IN his\PRP$ entire\JJ family\NN is\VBZ happy\JJ since\IN he\PRP has\VBZ started\VBN the\DT farming\NN of\IN Mentha\NNP .\.
HAD433	The\DT family\NN feels\VBZ that\IN they\PRP are\VBP doing\VBG such\JJ an\DT activity\NN that\WDT has\VBZ increased\VBN their\PRP$ prestige\NN in\IN the\DT society\NN .\.
HAD434	The\DT soil\NN of\IN our\PRP$ country\NN is\VBZ suitable\JJ for\IN fruits\NNS .\.
HAD435	It\PRP is\VBZ because\IN of\IN this\DT reason\NN that\IN we\PRP are\VBP also\RB growing\VBG the\DT fruits\NNS which\WDT are\VBP originally\RB belong\VBP to\TO other\JJ countries\NNS .\.
HAD436	Today\NN we\PRP are\VBP at\IN the\DT second\JJ position\NN in\IN the\DT world\NN in\IN fruit\NN production\NN .\.
HAD437	If\IN we\PRP employ\VBP scientific\JJ techniques\NNS we\PRP can\MD also\RB move\VB beyond\IN .\.
HAD438	If\IN the\DT processing\NN and\CC storage\NN is\VBZ done\VBN properly\RB after\IN harvesting\VBG then\RB it\PRP can\MD also\RB raise\VB the\DT income\NN .\.
HAD439	Fruits\NNS occupy\VBP a\DT special\JJ place\NN in\IN our\PRP$ diet\NN .\.
HAD440	Fruits\NNS and\CC the\DT foodstuffs\NNS made\VBN from\IN fruits\NNS not\RB only\RB make\VB our\PRP$ food\NN tasty\JJ but\CC also\RB provide\VBP necessary\JJ nutrients\NNS such\JJ as\IN vitamins\NNS ,\, minerals\NNS ,\, carbohydrates\NNS and\CC fibrous\JJ food\NN etc\FW .\.
HAD441	Also\RB with\IN this\DT there\EX is\VBZ strong\JJ possibility\NN of\IN job\NN creation\NN and\CC earning\NN in\IN the\DT village\NN sector\NN .\.
HAD442	Looking\VBG at\IN the\DT high\JJ yield\NN and\CC significance\NN of\IN fruits\NNS ,\, we\PRP see\VBP that\IN they\PRP also\RB provides\VBZ more\JJR benefits\NNS from\IN per\IN hectare\NN area\NN through\IN economic\JJ profits\NNS .\.
HAD443	Due\JJ to\TO diversity\NN of\IN climates\NNS in\IN India\NNP ,\, mangoes\NNS ,\, bananas\NNS ,\, papaya\NN ,\, grapes\NNS etc.\FW have\VBP a\DT special\JJ significance\NN in\IN the\DT production\NN of\IN various\JJ fruits\NNS .\.
HAD444	There\EX is\VBZ seldom\RB a\DT fruit\NN which\WDT is\VBZ not\RB grown\VBN in\IN India\NNP .\.
HAD445	There\EX is\VBZ great\JJ impact\NN of\IN the\DT changing\JJ economic\JJ situation\NN ,\, life\NN style\NN ,\, food\NN habits\NNS etc.\FW on\IN the\DT demand\NN of\IN foodstuffs\NNS .\.
HAD446	There\EX is\VBZ perpetual\JJ demand\NN for\IN the\DT fresh\JJ and\CC processed\JJ foodstuffs\NNS among\IN the\DT consumers\NNS .\.
HAD447	The\DT nature\NN of\IN fresh\JJ fruits\NNS is\VBZ mortal\JJ that\DT is\VBZ why\WRB if\IN they\PRP are\VBP not\RB kept\VBN properly\RB after\IN harvesting\VBG they\PRP do\VBP not\RB remain\VB fit\JJ for\IN consumption\NN .\.
HAD448	Fruits\NNS undergo\VBP a\DT long\JJ series\NN of\IN maintenance\NN before\IN being\VBG used\VBN in\IN our\PRP$ country\NN ,\, which\WDT leads\VBZ to\TO the\DT necessary\JJ physical-chemical\JJ changes\NNS in\IN its\PRP$ structure\NN .\.
HAD449	India\NNP occupies\VBZ the\DT second\JJ position\NN in\IN the\DT world\NN in\IN fruit\NN production\NN .\.
HAD450	While\IN the\DT total\JJ fruit\NN production\NN in\IN the\DT country\NN is\VBZ 46.6\CD million\CD tonne\NN ,\, India\NNP produces\VBZ 10.3\CD percent\NN fruits\NNS of\IN the\DT world\NN .\.
