ID	Value
HAD497	అల్లంలోని\N_NN ఈ\DM_DMD గుణాలు\N_NN కారణంగా\RP_RPD భారతదేశం\N-NNP నుంచి\PSP అల్లం\N_NN ఎగుమతి\N_NN సమానంగా\RB పెరుగుతున్నది\V_VM_VF .\RD_PUNC
HAD498	ఒకటి\QT_QTC లేక\CC_CCD రెండు\QT_QTC వెల్లుల్లి\N_NN రేకలు\N_NN రోజూ\N_NN ఉదయం\N_NN నమిలి\V_VM_VNF నీరు\N_NN తాగితే\V_VM_VNF గుండె\N_NN జబ్బుల\N_NN నుంచి\PSP రక్షించబడతాం\V_VM_VF .\RD_PUNC
HAD499	వెల్లుల్లి\N_NN యొక్క\PSP ఘాటువాసన\N_NN దానిలో\PR_PRP ఉన్న\V_VM_VNF ఎలిసిన్\N-NNP వల్ల\PSP కలుగుతుంది\V_VM_VF .\RD_PUNC
HAD5	అధికారులు\N_NN రైతుల\N_NN సమస్యలపై\N_NN తీవ్రంగా\RB స్పందించలేదని\V_VM_VF పంచాయితీలో\N_NN రైతులు\N_NN చెప్పారు\N_NN .\RD_PUNC
HAD50	శాస్త్రవేత్తల\N_NN అభిప్రాయానుసారం\N_NN కొత్త\JJ సాంకేతికతలతో\N_NN రైతులకు\N_NN అధికోత్పత్తి\QT_QTF చేయడానికి\V_VM_VNG మరియు\CC_CCD వారియొక్క\PR_PRP మిక్కిలి\JJ విలువైన\V_VM_VNF ప్రకృతి\N_NN సిద్దమైన\JJ వనరుల\N_NN సంరక్షణలో\N_NN సహాయం\N_NN లభిస్తుంది\V_VM_VF .\RD_PUNC
HAD500	దీనిలోని\PR_PRP ఔషధ\N_NN గుణాలకు\N_NN వెల్లుల్లిలో\N_NN వున్న\V_VM_VNF గంధకానికి\N_NN కీర్తి\N_NN ఇవ్వబడుతుంది\V_VM_VF .\RD_PUNC
HAD501	ఇదికూడా\PR_PRP యాంటిఆక్సిడెంట్\N_NN మరియు\CC_CCD ధమనులలో\N_NN గడ్డకట్టనీయదు\V_VM_VF .\RD_PUNC
HAD502	వెల్లుల్లి\N_NN దగ్గు\N_NN ,\RD_PUNC జలుబులలోకూడా\N_NN ప్రభావం\N_NN చూపుతుంది\V_VM_VF మరియు\CC_CCD బూజువల్ల\N_NN కలిగే\V_VM_VNF చర్మరోగాల\N_NN నుండి\PSP కూడా\RP_RPD రక్షిస్తుంది\V_VM_VF మరియు\CC_CCD జీవాణునిరోధికూడా\N_NN .\RD_PUNC
HAD503	చల్లని\JJ వాతావరణంలో\N_NN పెంచబడే\V_VM_VNF పళ్ళలో\N_NN సీమరేగుకు\N_NN ప్రముఖ\JJ స్థానం\N_NN ఉన్నది\V_VM_VF .\RD_PUNC
HAD504	సీమరేగు\N_NN చాలా\QT_QTF దేశాలలో\N_NN ప్రజలకు\N_NN ముఖ్య\JJ ఆహారంకూడా\N_NN .\RD_PUNC
HAD505	ఉత్పాదనలో\N_NN లోటు\N_NN కారణంగా\RP_RPD ఇటీవలి\N_NST సంవత్సరాల\N_NN వరకు\PSP సీమరేగు\N_NN కేవలం\QT_QTF ధనవంతుల\N_NN పండని\N_NN భావించబడుతుండేది\V_VM_VF .\RD_PUNC
HAD506	భారతదేశంలో\N-NNP చల్లని\JJ వాతావరణంలో\N_NN సాగుచేయబడే\V_VM_VNF పళ్ళలో\N_NN సుమారు\QT_QTF 75\QT_QTC శాతం\N_NN పళ్ళభాగసామ్యం\N_NN కేవలం\QT_QTF సేమరేగుదే\N_NN .\RD_PUNC
HAD507	భారతదేశంలో\N-NNP ముఖ్యంగా\RB హిమాచల్\N-NNP ప్రదేశ్\N-NNP ,\RD_PUNC జమ్మూకాశ్మీర్\N-NNP ,\RD_PUNC ఉత్తరాఖండ్\N-NNP మరియు\CC_CCD అరుణాచల\N-NNP ప్రదేశ్\N-NNP ,\RD_PUNC మేఘాలయ\N-NNP ,\RD_PUNC మణిపూర్\N-NNP వంటి\PSP ఈశాన్య\N_NN రాష్ట్రాలలోని\N_NN కొన్ని\QT_QTF భాగాలలో\N_NN ఇది\PR_PRP నాటబడుతున్నది\V_VM_VF .\RD_PUNC
HAD508	సీమరేగు\N_NN కోత\N_NN తరువాత\N_NST సుమారు\QT_QTF 35-40\QT_QTC శాతం\N_NN పాడైపోతున్నట్లు\V_VM_VNF గణాంకాలు\N_NN చెప్తున్నాయి\V_VM_VF ఇది\PR_PRP ముఖ్యంగా\RB కోత\N_NN తరువాత\N_NST వచ్చే\V_VM_VNF తెగుళ్ళ\N_NN వల్ల\PSP జరుగుతోంది\V_VM_VF .\RD_PUNC
HAD509	కోత\N_NN సమయంలో\N_NN పళ్ళకు\N_NN ఏ\DM_DMR విధమయిన\V_VM_VNF దెబ్బ\N_NN తగలకుండా\V_VM_VNF రక్షించాలి\V_VM_VF .\RD_PUNC
HAD51	బీటి\N-NNP పత్తి\N_NN సాంకేతికత\N_NN దీనికి\PR_PRP ఉదాహరణ\N_NN .\RD_PUNC
HAD510	పూర్తిగా\RB పండిన\V_VM_VNF తర్వాత\N_NST పళ్ళు\N_NN కోయాలి\V_VM_VF .\RD_PUNC
HAD511	కోత\N_NN తరువాత\N_NST పళ్ళ\N_NN ఉష్ణోగ్రతను\N_NN తగ్గించడానికి\V_VM_VNG ఏదో\PR_PRL ఒక\QT_QTC సాంకేతికత\N_NN ద్వారా\PSP ముందు\N_NST శీతలీకరణం\N_NN చేయాలి\V_VM_VF అందువల్ల\CC_CCD పళ్ళయొక్క\N_NN శ్వసనస్థాయి\N_NN తగ్గుతుంది\V_VM_VF .\RD_PUNC
HAD512	పళ్ళకోత\N_NN అయిన\V_VM_VNF తరువాత\N_NST బంగీ\N_NN కట్టడం\V_VM_VNG ,\RD_PUNC మోత\N_NN ,\RD_PUNC నిల్వ\N_NN ,\RD_PUNC కాపువేయటం\V_VM_VNG ,\RD_PUNC అమ్మకం\N_NN సమయంలో\N_NN సరయిన\V_VM_VNF పద్ధతిలో\N_NN రక్షణ\N_NN చేయాలి\V_VM_VF .\RD_PUNC
HAD513	పళ్ళకోత\N_NN అయిన\V_VM_VNF తరువాత\N_NST పళ్ళ\N_NN ఏరివేత\N_NN చేయాలి\V_VM_VF మరియు\CC_CCD తెగులు\N_NN గల\V_VM_VNF ,\RD_PUNC దెబ్బతిన్న\V_VM_VNF పళ్ళను\N_NN వెంటనే\RB తీసివేయాలి\V_VM_VF .\RD_PUNC
HAD514	ఏరివేత\N_NN చేసిన\V_VM_VNF తర్వాత\N_NST బంగీ\N_NN కట్టే\V_VM_VNF డబ్బాలను\N_NN బాగా\QT_QTF శుభ్రం\N_NN చేయాలి\V_VM_VF .\RD_PUNC
HAD515	ఏ\DM_DMR ప్రదేశాలలో\N_NN బంగీకడతారో\V_VM_VF అవికూడా\PR_PRP శుభ్రంగా\RB ఉండాలి\V_VM_VF .\RD_PUNC
HAD516	సాధారణంగా\RB నిల్వ\N_NN చేసే\V_VM_VNF సమయంలో\N_NN పెద్ద\JJ పళ్ళలో\N_NN తెగులు\N_NN అధికంగా\RB ఉంటుంది\V_VM_VF .\RD_PUNC
HAD517	అందువల్ల\CC_CCD ఎంతవరకు\PR_PRL వీలయితే\V_VM_VNF అటువంటి\JJ పళ్ళను\N_NN నిల్వ\N_NN తక్కువ\QT_QTF సమయమే\N_NN చేయాలి\V_VM_VF .\RD_PUNC
HAD518	పళ్ళకోత\N_NN తరువాత\N_NST రోగ\N_NN కారకాల\N_NN నియంత్రణ\N_NN చేసే\V_VM_VNF జీవిక\N_NN నియంత్రణ\N_NN విధి\N_NN ప్రతి\JJ రోజూ\N_NN జరుపబడుతున్నది\V_VM_VF .\RD_PUNC
HAD519	ఈ\DM_DMD విధిలో\N_NN రోగకారకాలను\N_NN నిరోధించే\V_VM_VNF ఏదో\PR_PRL జీవిని\N_NN విశేషించి\V_VM_VNF సూక్ష్మజీవిని\N_NN ప్రయోగిస్తున్నారు\V_VM_VF .\RD_PUNC
HAD52	అయినప్పటికి\CC_CCD ఆహార\N_NN పదార్థాల\N_NN గురించి\PSP జి\N-NNP .\RD_PUNC ఎం\N-NNP .\RD_PUNC సాంకేతికవిజ్ఞానంపై\N_NN ఇప్పటికి\N_NST తీవ్రమైన\JJ అభిప్రాయభేదాలు\N_NN ఉన్నాయి\V_VM_VF ,\RD_PUNC దానికోసం\PR_PRP విసృతమైన\JJ చర్చ\N_NN అవసరం\N_NN .\RD_PUNC
HAD520	వెనిలా\N_NN పూర్తిగా\RB వేడి\N_NN వాతావరణపు\JJ చెట్టు\N_NN మరియు\CC_CCD ఆ\DM_DMD విధంగా\RB సముద్రమట్టం\N_NN నుండి\PSP 1000\QT_QTC నుండి\PSP 1500\QT_QTC మీటర్లు\N_NN ఎత్తులో\N_NN అంటే\CC_CCS వేడితో\N_NN కూడిన\V_VM_VNF తేమ\N_NN వాతావరణంలో\N_NN నాటబడుతున్నది\V_VM_VF .\RD_PUNC
HAD521	దీన్ని\PR_PRP పూర్తి\RB రూపంలో\N_NN వృద్ధి\N_NN కోసం\PSP సుమారు\QT_QTF 1500-3000\QT_QTC మి\N_NN .మీ\N_NN సగటు\N_NN సాంవత్సరిక\N_NN వర్ష\N_NN పాతం\N_NN మరియు\CC_CCD 210\QT_QTC నుండి\PSP 350\QT_QTC సెలిఫియస్\N_NN సగటు\N_NN ఉష్ణోగ్రత\N_NN యొక్క\PSP ఆవశ్యకత\N_NN ఉంటుంది\V_VM_VF .\RD_PUNC
HAD522	ఎందుకంటే\CC_CCD వెన్నెల\N_NN అనేది\CC_CCS ఒక\QT_QTC మారేడుచెట్టు\N_NN అందువల్ల\CC_CCD కాబట్టి\RP_RPD దీనిని\PR_PRP పెంచడానికి\V_VM_VNG సహాయం\N_NN 50శాతం\QT_QTC వరకు\PSP నీడ\N_NN అవసరం\N_NN అవుతుంది\V_VM_VF .\RD_PUNC
HAD523	ఇంతేకాకుండ\RP_RPD మొక్క\N_NN చాలా\QT_QTF చిన్నదిగా\RB ఉన్నపుడు\V_VM_VNF దానికి\PR_PRP కర్ర\N_NN సహాయంకూడా\N_NN ఇవ్వబడవచ్చు\V_VM_VF .\RD_PUNC
HAD524	ఊహ\N_NN ప్రకారం\PSP ఒక\QT_QTC హెక్టారు\N_NN పొలంలో\N_NN సుమారు\QT_QTF 1600\QT_QTC నుంచి\PSP 2000\QT_QTC మొక్కలను\N_NN నాటవచ్చు\V_VM_VF .\RD_PUNC
HAD525	భారతదేశంలో\N-NNP వెనిలా\N_NN నాటడానికి\V_VM_VNG తగిన\JJ సమయం\N_NN ఆగష్టు\N-NNP నుంచి\PSP సెప్టెంబరు\N-NNP మధ్య\N_NST వరకు\PSP అని\CC_CCS_UT తలచబడింది\V_VM_VF ,\RD_PUNC ఎందుకంటే\CC_CCD ఈ\DM_DMD సమయంలో\N_NN నైరుతీ\N_NN రుతుపవనాల\N_NN వేగం\N_NN తక్కువగా\RB ఉంటుంది\V_VM_VF .\RD_PUNC
HAD526	వెనీలాను\N_NN విడిగాగాని\RB ,\RD_PUNC కొబ్బరి\N_NN ,\RD_PUNC పోక\N_NN ,\RD_PUNC కాఫీ\N_NN ,\RD_PUNC రబ్బరు\N_NN మొదలయిన\JJ పంటలతో\N_NN కలపవచ్చు\V_VM_VF .\RD_PUNC
HAD527	వెనిలా\N_NN మారేడు\N_NN బాగా\RB పెరగడానికి\V_VM_VNG నియమితమైన\JJ నీటిపారుదల\N_NN కావాలి\V_VM_VF .\RD_PUNC
HAD528	వేడి\N_NN ఉష్ణోగ్రతలో\N_NN రెండు\QT_QTC మూడు\QT_QTC రోజులకు\N_NN ఒకసారి\QT_QTC నాటిన\V_VM_VNF తరువాత\N_NST రెండు\QT_QTC మూడు\QT_QTC సంవత్సరాల\N_NN వరకు\PSP నీరు\N_NN పెట్టాలి\V_VM_VF .\RD_PUNC
HAD529	వెనిలా\N_NN మొక్కలకు\N_NN చాలినంత\JJ వెలుగు\N_NN ,\RD_PUNC గాలి\N_NN లభింపజేయడంకోసం\V_VM_VNG ,\RD_PUNC అలాగే\RB పోషక\JJ పదార్థాలకోసం\N_NN ఉండే\V_VM_VNF వ్యతిరేకతను\N_NN తగ్గించడంకోసం\V_VM_VNG నియమితంగా\RB కలుపుతీత\N_NN అవసరం\N_NN ఉంటుంది\V_VM_VF .\RD_PUNC
HAD53	దానితోపాటే\PR_PRP ఇటువంటి\JJ విధానాన్ని\N_NN అమలు\N_NN చేయవలసిన\V_VM_VNF అవసరం\N_NN ఉన్నది\V_VM_VF చేసుకోవాలి\V_VM_VF దీనివల్ల\PR_PRP ఆహార\N_NN రక్షణ\N_NN దృఢ\N_NN పరచగలుగుతాం\V_VM_VF .\RD_PUNC
HAD530	సాధారణంగా\RB పాలిపోయిన\V_VM_VNF ,\RD_PUNC బలంలేని\V_VM_VNF మరియు\CC_CCD పాతమొక్కలను\N_NN ఏరివేసి\V_VM_VNF వేరు\N_NN చేయబడతాయి\V_VM_VF .\RD_PUNC
HAD531	వెనిలా\N_NN వృద్ధికోసం\N_NN సుమారు\QT_QTF ఐదుశాతం\QT_QTC నీడ\N_NN ఆవశ్యకత\N_NN ఉంటుంది\V_VM_VF .\RD_PUNC
HAD532	సాధారణంగా\RB వెనిలా\N_NN నాటిన\V_VM_VNF తర్వాత\N_NST మూడో\QT_QTO సంవత్సరంలో\N_NN పుష్పించడం\V_VM_VNG మొదలవుతుంది\V_VM_VF అలాగే\RB నాటిన\V_VM_VNF తర్వాత\N_NST 7\QT_QTC లేక\N_NN 8\QT_QTC సంవత్సరాలలో\N_NN అత్యధికమైన\JJ ఉత్పాదన\N_NN లభిస్తుంది\V_VM_VF .\RD_PUNC
HAD533	వీటి\PR_PRP పుష్పించే\V_VM_VNF కాలం\N_NN సామాన్యంగా\RB డిసెంబరు\N-NNP నుంచి\PSP ఏప్రిల్\N-NNP వరకు\PSP ఉంటుంది\V_VM_VF మరియు\CC_CCD ఎత్తు\N_NN యొక్క\PSP ప్రభావం\N_NN పుష్పించడంపై\V_VM_VNG పడుతుంది\V_VM_VF .\RD_PUNC
HAD534	వెనిలా\N_NN పుష్పించడాన్ని\V_VM_VNG ప్రభావితం\N_NN చేసే\V_VM_VNF మూడు\QT_QTC కారణాలు\N_NN కింద\N_NST ఉన్నవి\V_VM_VF .\RD_PUNC
HAD535	మొక్క\N_NN పుష్పించడానికి\V_VM_VNG సిద్ధమైన\JJ సమయంలో\N_NN అంటే\CC_CCS ఈశాన్య\N_NN ఋతుపవనాల\N_NN తర్వాత\N_NST తడి\N_NN పెట్టడం\V_VM_VNG ఆపివేయాలి\V_VM_VF .\RD_PUNC
HAD536	తీగల\N_NN కొసలను\N_NN కత్తిరించాలి\V_VM_VF అలాగే\RB గత\N_NST సంవత్సరం\N_NN కాయ\N_NN తొడిగిన\V_VM_VNF పాత\JJ మారేడు\N_NN మొక్కలను\N_NN కత్తిరించి\V_VM_VNF వేరు\N_NN చేయాలి\V_VM_VF .\RD_PUNC
HAD537	కొంత\QT_QTF సమయం\N_NN వరకు\PSP నీడను\N_NN ఆపివేయాలి\V_VM_VF అందువల్ల\CC_CCD మారేడు\N_NN మొక్కలకు\N_NN సూర్యకాంతి\N_NN తగినంత\QT_QTF లభించగలదు\V_VM_VF .\RD_PUNC
HAD538	వెనిలాపళ్ళు\N_NN ప్రాకృతిక\JJ వెనిలా\N_NN అత్తరుకు\N_NN వనరు\N_NN .\RD_PUNC
HAD539	వెనిలా\N_NN యొక్క\PSP సరయిన\V_VM_VNF సుగంధాన్ని\N_NN పొందటానికి\V_VM_VNG సరయిన\V_VM_VNF వయసులో\N_NN పళ్ళను\N_NN పోగు\N_NN చేయటం\V_VM_VNG పళ్ళను\N_NN జాగ్రత్తగా\RB మరియు\CC_CCD సరైన\V_VM_VNF ప్రక్రియ\N_NN ద్వారా\PSP పెంచడం\V_VM_VNG మిక్కిలి\JJ అవసరం\N_NN .\RD_PUNC
HAD54	ఆనువంశిక\N_NN రూపంనుండి\N_NN మార్చబడిన\V_VM_VNF అంటే\CC_CCS జి\N-NNP .ఎం\N-NNP .\RD_PUNC పంటల\N_NN యొక్క\PSP విషయం\N_NN మరొకకసారి\QT_QTC మరల\N_NST చర్చలో\N_NN ఉన్నది\V_VM_VF .\RD_PUNC
HAD540	సామాన్యంగా\RB ఏదో\PR_PRL పుష్పం\N_NN యొక్క\PSP పరాగాన్ని\N_NN తీసుకొని\V_VM_VNF కాయ\N_NN కావడానికి\V_VM_VNG సుమారు\QT_QTF ఎనిమిది\QT_QTC నుంచి\PSP తొమ్మిది\QT_QTC నెలల\N_NN సమయం\N_NN పడుతుంది\V_VM_VF .\RD_PUNC
HAD541	ఎప్పుడు\PR_PRL పళ్ళు\N_NN పూర్తిగా\RB పండి\V_VM_VNF వాటి\PR_PRP రంగు\N_NN పసుపుపచ్చగా\RB మారినప్పుడు\V_VM_VNF పళ్ళను\N_NN కోయటానికి\V_VM_VNG సరయిన\V_VM_VNF సమయం\N_NN .\RD_PUNC
HAD542	కాయను\N_NN పండకుండానే\V_VM_VNF కోస్తే\V_VM_VNF వాటి\PR_PRP నుంచి\PSP లభించే\V_VM_VNF అత్తరు\N_NN సరయిన\V_VM_VNF రకం\N_NN కాదు\V_VM_VF .\RD_PUNC
HAD543	ప్రాచీన\JJ కాలం\N_NN నుంచి\PSP పసుపు\N_NN భారతీయుల\N-NNP సామాజిక\JJ ధార్మిక\N_NN ,\RD_PUNC ఆర్థిక\N_NN జీవనంలో\N_NN భాగంగా\RB ఉన్నది\V_VM_VF .\RD_PUNC
HAD544	పసుపు\N_NN యొక్క\PSP వివిధ\JJ ఉపయోగాలతో\N_NN భారతీయ\N-NNP ప్రాచీన\JJ సాహిత్యం\N_NN నిండి\V_VM_VNF వున్నది\V_VM_VF .\RD_PUNC
HAD545	పసుపు\N_NN ఉపయోగం\N_NN గాయాలు\N_NN ,\RD_PUNC జలుబు\N_NN ,\RD_PUNC దగ్గు\N_NN ,\RD_PUNC సౌందర్యసాధనాలు\N_NN ,\RD_PUNC ధార్మిక\N_NN కర్మకాండలు\N_NN ,\RD_PUNC గారడీ\N_NN ,\RD_PUNC మంత్రతంత్రాలు\N_NN మొదలయిన\JJ వాటిలో\PR_PRP చేయబడేది\V_VM_VF .\RD_PUNC
HAD546	ఆగ్నేసియాలో\N-NNP భారతదేశం\N-NNP మరియు\CC_CCD చైనాలు\N-NNP పసుపు\N_NN ఉత్పత్తి\N_NN స్థానాలుగా\RB పరిగణింపబడుతున్నాయి\V_VM_VF .\RD_PUNC
HAD547	భారతదేశంలో\N-NNP తూర్పు\N_NN హిమాలయాల\N-NNP నుంచి\PSP శ్రీలంక\N-NNP వరకు\PSP ఉన్న\V_VM_VNF ప్రదేశానికి\N_NN పసుపు\N_NN ఉత్పత్తికి\N_NN సంబంధించి\V_VM_VNF గుర్తింపు\N_NN ఉన్నది\V_VM_VF .\RD_PUNC
HAD548	ప్రాచీనకాలంలో\N_NN పసుపు\N_NN రంగులో\N_NN అల్లం\N_NN రూపంలో\N_NN దొరుకుతుండేది\V_VM_VF .\RD_PUNC
HAD549	17వ\QT_QTO శతాబ్దానికి\N_NN ముందే\N_NST చీనా\N-NNP దేశాన్ని\N_NN చేరిన\V_VM_VNF విషయం\N_NN మార్కోపోలో\N-NNP యాత్రా\N_NN వివరణలో\N_NN లభిస్తున్నది\V_VM_VF .\RD_PUNC
HAD55	ఈ\DM_DMD సందర్భంగా\N_NN పార్లమెంటు\N_NN సమితి\N_NN మొదట్లోనే\N_NST తమ\PR_PRP సందేహాలను\N_NN వ్యక్తం\N_NN చేసిందని\V_VM_VF గుర్తుంచుకోవాలి\V_VM_VF .\RD_PUNC
HAD550	తూర్పు\N_NN ,\RD_PUNC పశ్చిమ\N_NN ఆఫ్రికాలలో\N-NNP అద్దకం\N_NN రూపంలో\N_NN పసుపు\N_NN యొక్క\PSP ఉపయోగం\N_NN మూడో\QT_QTO శతాబ్దం\N_NN నుంచి\PSP జరుగుతుండేది\V_VM_VF .\RD_PUNC
HAD551	దక్షిణాసియాలో\N-NNP రంగులు\N_NN వేసే\V_VM_VNF పదార్థంగా\RB పసుపు\N_NN ఉపయోగం\N_NN యూరపులో\N-NNP ఉన్న\V_VM_VNF కృత్రిమ\JJ రంగుల\N_NN కంటే\PSP ముందే\N_NST ఉన్నది\V_VM_VF .\RD_PUNC
HAD552	పసుపు\N_NN ఉత్పత్తిలోను\N_NN ఎగుమతిలోను\N_NN భారతదేశానిదే\N-NNP అగ్రస్థానం\N_NN .\RD_PUNC
HAD553	భారతదేశంలో\N-NNP పూర్తి\RB మసాలా\N_NN ఉత్పత్తిలో\N_NN 60\QT_QTC శాతం\N_NN కంటె\PSP ఎక్కువ\QT_QTF విస్తీర్ణం\N_NN కేవలం\QT_QTF పసుపుదే\N_NN .\RD_PUNC
HAD554	భారతదేశంలో\N-NNP పసుపుసాగు\N_NN సుమారు\QT_QTF 1\QT_QTC ,\RD_PUNC 73\QT_QTC ,\RD_PUNC 900\QT_QTC హెక్టారుల\N_NN విస్తీర్ణంలో\N_NN ఉన్నది\V_VM_VF .\RD_PUNC
HAD555	దీని\PR_PRP నుండి\PSP ప్రతి\JJ సంవత్సరం\N_NN 8.5\QT_QTC లక్షల\QT_QTC టన్నుల\N_NN ఉత్పత్తి\N_NN జరుగుతున్నది\V_VM_VF .\RD_PUNC
HAD556	భారతదేశమే\N-NNP కాకుండ\RP_RPD బంగ్లాదేశ్\N-NNP ,\RD_PUNC శ్రీలంక\N-NNP ,\RD_PUNC పాకిస్థాన్\N-NNP ,\RD_PUNC థాయిలాండ్\N-NNP ,\RD_PUNC చైనా\N-NNP ,\RD_PUNC తైవాన్\N-NNP ,\RD_PUNC హైతీ\N-NNP ,\RD_PUNC జమైకా\N-NNP మరియు\CC_CCD పెరూ\N-NNP దేశాలు\N_NN పసుపు\N_NN ఉత్పత్తికి\N_NN ప్రముఖ\JJ దేశాలు\N_NN .\RD_PUNC
HAD557	అంతర్జాతీయ\N_NN విపణిలో\N_NN భారతీయ\N-NNP పసుపు\N_NN వంగడాల\N_NN గిరాకీ\N_NN వాటి\PR_PRP విశేషమైన\JJ ఆకారం\N_NN ,\RD_PUNC రంగు\N_NN మరియు\CC_CCD రుచుల\N_NN కారణంగా\RP_RPD ఎక్కువ\QT_QTF .\RD_PUNC
HAD558	భారతదేశంలో\N-NNP పసుపు\N_NN సగటు\N_NN ఉత్పాదకత\N_NN హెక్టారుకు\N_NN 4286\QT_QTC కి.గ్రా\N_NN .\RD_PUNC
HAD559	దేశంలో\N_NN పసుపు\N_NN ఉత్పత్తి\N_NN చేసే\V_VM_VNF ప్రముఖరాష్ట్రాలు\N_NN ఆంధ్రప్రదేశ్\N-NNP ,\RD_PUNC ఒడిశా\N-NNP ,\RD_PUNC తమిళనాడు\N-NNP ,\RD_PUNC పశ్చిమ\N-NNP బెంగాల్\N-NNP ,\RD_PUNC అస్సోం\N-NNP ,\RD_PUNC మహారాష్ట్ర\N-NNP మరియు\CC_CCD కర్ణాటకలు\N-NNP .\RD_PUNC
HAD56	బి\N-NNP .టి\N-NNP .\RD_PUNC వంకాయకు\N_NN సంబంధించిన\V_VM_VNF వివాదంలో\N_NN ప్రత్యుత్పత్తి\N_NN సాంకేతిక\JJ విజ్ఞానంతో\N_NN ముడిపడిన\V_VM_VNF అంచనాల\N_NN సంఘం\N_NN యొక్క\PSP పాత్ర\N_NN మీదకూడా\N_NST సందేహం\N_NN కలగసాగడం\V_VM_VNG తగినది\V_VM_VF .\RD_PUNC
HAD560	ఈ\DM_DMD రాష్ట్రాలే\N_NN కాక\CC_CCD గుజరాత్\N-NNP ,\RD_PUNC కేరళ\N-NNP ,\RD_PUNC బీహార్\N-NNP ,\RD_PUNC ఉత్తరప్రదేశ్\N-NNP మరియు\CC_CCD తూర్పు\N_NN రాష్ట్రాలలోకూడా\N_NN పసుపు\N_NN సాగు\N_NN చేయబడుతున్నది\V_VM_VF .\RD_PUNC
HAD561	పసుపు\N_NN శాస్త్రీయనామం\N_NN కుర్కుమా\N-NNP లౌంగా\N-NNP .\RD_PUNC
HAD562	భారతదేశంలో\N-NNP 30\QT_QTC పసుపు\N_NN వంగడాలు\N_NN లభిస్తున్నాయి\V_VM_VF .\RD_PUNC
HAD563	మొక్కల\N_NN ఎత్తు\N_NN 60-90\QT_QTC వరకు\PSP సెం.మీ\N_NN ఉంటుంది\V_VM_VF .\RD_PUNC
HAD564	భూమిలో\N_NN వున్న\V_VM_VNF మొక్క\N_NN భాగాన్ని\N_NN పసుపు\N_NN దుంప\N_NN అంటారు\V_VM_VF .\RD_PUNC
HAD565	దుంపలలో\N_NN కాంతిమంతమైన\JJ పసుపు\N_NN రంగు\N_NN మరియు\CC_CCD ఒక\QT_QTC విశేషమైన\JJ సువాసన\N_NN రుచి\N_NN ఉంటాయి\V_VM_VF .\RD_PUNC
HAD566	పసుపుగా\RB దుంపలనే\N_NN వాడబడతాయి\V_VM_VF .\RD_PUNC
HAD567	పువ్వులు\N_NN తెలుపుతో\N_NN కూడిన\V_VM_VNF పసుపురంగులో\N_NN ఉంటాయి\V_VM_VF .\RD_PUNC
HAD568	చాలా\QT_QTF తక్కువ\QT_QTF పళ్ళు\N_NN అవుతాయి\V_VM_VF .\RD_PUNC
HAD569	దుంపలు\N_NN నాటిన\V_VM_VNF నెల\N_NN తరువాత\N_NST పసుపు\N_NN మొలకలు\N_NN వస్తాయి\V_VM_VF .\RD_PUNC
HAD57	చివరికి\N_NST ఈ\DM_DMD మొత్తం\QT_QTF విషయం\N_NN మార్కెట్టు\N_NN మరియు\CC_CCD రాజకీయార్థశాస్త్రం\N_NN వల్ల\PSP నిర్ధారించబడుతున్నాయి\V_VM_VF .\RD_PUNC
HAD570	ఎండబెట్టడం\V_VM_VNG లేక\CC_CCD ఉడకబెట్టిన\V_VM_VNF తరువాత\N_NST పసుపు\N_NN దుంపల\N_NN రంగు\N_NN మారి\V_VM_VNF పసుపుగా\RB అవుతుంది\V_VM_VF .\RD_PUNC
HAD571	పసుపు\N_NN వాడటం\V_VM_VNG వల్ల\PSP ఏ\DM_DMR విధమైన\JJ ఇతర\JJ పరిణామ\N_NN రోగాలు\N_NN రావు\V_VM_VF .\RD_PUNC
HAD572	పసుపును\N_NN భారతదేశపు\N-NNP కుంకుమ\N_NN పువ్వు\N_NN అంటారు\V_VM_VF .\RD_PUNC
HAD573	ఇండోనేషియాలో\N-NNP పసుపు\N_NN తాజా\JJ ఆకులను\N_NN ఆహార\N_NN పదార్థాలలో\N_NN సువాసన\N_NN పుట్టించడానికి\V_VM_VNG వాడబడుతున్నాయి\V_VM_VF .\RD_PUNC
HAD574	పొలాన్ని\N_NN ఐదుసార్లు\QT_QTC 25\QT_QTC సెం.మీ.\N_NN లోతు\N_NN వరకు\PSP దున్ని\V_VM_VNF తయారు\RB చేయాలి\V_VM_VF .\RD_PUNC
HAD575	పొలం\N_NN కలుపు\N_NN మొక్కలు\N_NN లేకుండ\V_VM_VNF ఉండాలి\V_VM_VF .\RD_PUNC
HAD576	పశువుల\N_NN ఎరువు\N_NN లేదా\CC_CCD కంపోష్టును\N_NN ప్రతి\JJ హెక్టారుకు\N_NN 40\QT_QTC టన్నుల\N_NN చొప్పున\PSP వేయాలి\V_VM_VF .\RD_PUNC
HAD577	రబీ\N_NN పంట\N_NN అయిన\V_VM_VNF తర్వాత\N_NST వేసవిలో\N_NN వెంటనే\RB భూమిని\N_NN దున్నాలి\V_VM_VF .\RD_PUNC
HAD578	అధికంగా\RB నీరు\N_NN బయటికి\N_NST పోయే\V_VM_VNF ఇసుక\N_NN భూమి\N_NN పసుపు\N_NN పంటకు\N_NN ఉపయోగకరమైనది\V_VM_VF .\RD_PUNC
